review_idx,true_label,dyslexic_word,top_suggestion,all_suggestions,intent_matched,rule_id,rule_description,context
31,POSITIVE,humor,humour,humour,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake. ‘humor’ is American English.,...and it also has a bit of dark humor and sarcasm we can find in PU...
31,POSITIVE, but,", but",", but",False,COMMA_COMPOUND_SENTENCE_2,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,...sources weren't many fore sure but the film is well produced. Th...
31,POSITIVE,woz,won,won | oz | woo | woe | wow,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...joyed the scene when the girl woz sat on the sofa teasin...
31,POSITIVE,teasin,teasing,teasing | Tessin | tea sin | teas in,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... the girl woz sat on the sofa teasin...
32,POSITIVE,thier,their,their | tier | thief | trier | Thiel,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...nudity and sexual openness is thier, but it's not all for laughs...."
32,POSITIVE,Vietnam war,Vietnam War,Vietnam War,True,EN_SPECIFIC_CASE,"If the term is a proper noun, use initial capitals.","...lth issues, human rights, the Vietnam war, free love, LSD and drug expe..."
33,POSITIVE,Yash,Cash,Cash | Ash | Nash | Dash | Hash,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...oduce total duds. Mercifully, Yash Chopra's interpretation of ""S..."
33,POSITIVE,Chopra,Copra,Copra,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"... total duds. Mercifully, Yash Chopra's interpretation of ""Sleeping..."
33,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... stylish and well-made films.<br /><br />Shah Rukh Khan is obs...
33,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...sh and well-made films.<br /><br />Shah Rukh Khan is obsessed ...
33,POSITIVE,Juhi,Judi,Judi,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ah Rukh Khan is obsessed with Juhi Chawla (who's looking her ver...
33,POSITIVE,Chawla,Chalk,Chalk | Crawl | Carla | Crawls | Shawl,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...kh Khan is obsessed with Juhi Chawla (who's looking her very best ...
33,POSITIVE,Juhi,Judi,Judi,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...here!). When he realizes that Juhi has a fiance in Sunny Deol, h..."
33,POSITIVE,fiance,fiancé,fiancé,False,EN_DIACRITICS_REPLACE_ORTHOGRAPHY_FIANCE,"‘fiance’ is an imported foreign name or expression, which originally has a diacritic.","...n he realizes that Juhi has a fiance in Sunny Deol, he stops at no..."
33,POSITIVE,Deol,Deal,Deal | Del | Dell | DEL | DOL,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...at Juhi has a fiance in Sunny Deol, he stops at nothink to make ..."
33,POSITIVE,nothink,nothing,nothing | no think,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...ce in Sunny Deol, he stops at nothink to make sure she becomes his...."
33,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...to make sure she becomes his.<br /><br />Every frame of this f...
33,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...e sure she becomes his.<br /><br />Every frame of this film is...
33,POSITIVE,Rukh,Rush,Rush | Ruth | Ruche | RUH,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...t to watch. Whether it's Shah Rukh chanting his t...
34,NEGATIVE,sumone,Simone,Simone | sum one,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...ar complete, my guess is that sumone actually bothered to steal ev..."
34,NEGATIVE,evry,very,very | every,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ne actually bothered to steal evry other page of the script.<br ...
34,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...vry other page of the script.<br /><br />The movie contains bi...
34,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...her page of the script.<br /><br />The movie contains bizarre ...
34,NEGATIVE,dialogs,dialogues,dialogues,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake. ‘dialogs’ is American English.,"... without notice, inconsistent dialogs, misplaced details all over, ..."
34,NEGATIVE,other then,other than,other than,False,OTHER_THEN,Did you mean “other than”?,"... music isn't very bad at all, other then misplaced tracks, and besides..."
34,NEGATIVE,Missplaced,Misplaced,Misplaced | Miss placed,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...ctually, and that says a lot. Missplaced sound effects ruin the tensio..."
34,NEGATIVE,th,the,the | TH | Th | to | TT,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...und effects ruin the tension, th..."
35,POSITIVE,thay,that,that | they | than | Thai | hay,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...s of Endearment""-- after all, thay don't want to be accused of s..."
35,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...d of showing TOO much taste).<br /><br />Alber...
35,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...howing TOO much taste).<br /><br />Alber...
35,POSITIVE,Alber,Albert,Albert | Alter | Amber | Alder | Alger,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...g TOO much taste).<br /><br />Alber...
36,POSITIVE,woz,won,won | oz | woo | woe | wow,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...This movie woz a heart-felt piece of cinema ...
36,POSITIVE,hav,had,had | has | have | hat | hay,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...s like the flying machine may hav never happened, it helped to ..."
36,POSITIVE,lower then,lower than,lower than,False,COMPARISONS_THEN,Did you mean “lower than”?,"...cience, I could not rate this lower then a 9 out of 10, great performa..."
37,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"... into this ""trap"" of a movie.<br /><br />If I coud turn back t..."
37,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...this ""trap"" of a movie.<br /><br />If I coud turn back time or..."
37,NEGATIVE,coud,could,could,True,WOLD_WOULD,Did you mean “could”?,"..."" of a movie.<br /><br />If I coud turn back time or simply get ..."
37,NEGATIVE,woud,would,would | word | wood | loud | wound,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...time or simply get a refund I woud be happy.<br /><br />It was 7...
37,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...get a refund I woud be happy.<br /><br />It was 7:30pm and Cin...
37,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...refund I woud be happy.<br /><br />It was 7:30pm and Cinderell...
37,NEGATIVE, so,", so",", so",False,COMMA_COMPOUND_SENTENCE,Use a comma before ‘so’ if it connects two independent clauses (unless they are closely connected and short).,...la Man didn't start until 10pm so I rushed into the theater to ...
37,NEGATIVE,theater,theatre,theatre,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake. ‘theater’ is American English.,...til 10pm so I rushed into the theater to catch the movie that start...
37,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... by sitting in for this film.<br /><br />It may be unfair to c...
37,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...tting in for this film.<br /><br />It may be unfair to critici...
37,NEGATIVE,mal,MAL,MAL | may | man | male | map,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...t targeted at my heterosexual mal...
38,POSITIVE,this,This,This,True,UPPERCASE_SENTENCE_START,This sentence does not start with an uppercase letter.,...this movie is certainly worth a wa...
38,POSITIVE,it,It,It,True,UPPERCASE_SENTENCE_START,This sentence does not start with an uppercase letter.,...e is certainly worth a watch. it's full of action. it's also h...
38,POSITIVE,it,It,It,True,UPPERCASE_SENTENCE_START,This sentence does not start with an uppercase letter.,...a watch. it's full of action. it's also humorous. you'll laugh...
38,POSITIVE,you,You,You,True,UPPERCASE_SENTENCE_START,This sentence does not start with an uppercase letter.,...f action. it's also humorous. you'll laugh until your stomach h...
38,POSITIVE,this,This,This,True,UPPERCASE_SENTENCE_START,This sentence does not start with an uppercase letter.,...urts if you watch this movie. this movie also includes lots of h...
38,POSITIVE,i,I,I,True,I_LOWERCASE,The personal pronoun “I” should be uppercase.,... things hence the name gen-y. i recommend you to watch the pr...
38,POSITIVE,wich,with,with | which | rich | wish | witch,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...tch the prequel of this movie wich is gen-x....
39,POSITIVE,realy,real,real | ready | really | realm | relay,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...when it has to be, it is also realy beautiful. A Tale of Two Sist..."
40,NEGATIVE,woz,won,won | oz | woo | woe | wow,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...""The Wizard of Menlo Park"" woz deeply responsible for many t..."
41,NEGATIVE,I, I, I,True,SENTENCE_WHITESPACE,Add a space between sentences.,"...e and all I can say is this...I am not a film student, nor am..."
41,NEGATIVE,artsy,Artsy,Artsy | arts | arty | arced | antsy,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...a film student, nor am I some artsy intellect who tries to look f..."
41,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...film, my thoughts would be...<br /><br />Yep! He's on drugs an..."
41,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...my thoughts would be...<br /><br />Yep! He's on drugs and I ca...
41,NEGATIVE,coud,could,could | cold | coup | cloud | cord,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...'t it be funny if nuns really coud fly? Like what if one just fe...
42,POSITIVE,FABOULOUS,FABULOUS,FABULOUS,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...FOOT IN THE GRAVE, ABSOLUTELY FABOULOUS THE THIN BLUE LINE, THE BRITT..."
42,POSITIVE,BRITTAS,BRITTANY,BRITTANY | BRITTLE | BRITONS | BRITT | BRITTEN,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...ULOUS THE THIN BLUE LINE, THE BRITTAS EMPIRE and MEN BEHAVING BADLY..."
42,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...V screens for the first time.<br /><br />However, MR. BEAN is,..."
42,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...ens for the first time.<br /><br />However, MR. BEAN is, hands..."
42,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...greatest sitcom of the 1990s.<br /><br />MR. BEAN represents t...
42,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...st sitcom of the 1990s.<br /><br />MR. BEAN represents the fir...
43,POSITIVE,if,If,If,True,UPPERCASE_SENTENCE_START,This sentence does not start with an uppercase letter.,...if filming is about vision and r...
43,POSITIVE,speak,speaks,speaks,False,IT_VBZ,"After ‘it’, use the third-person verb form “speaks”.","...the beginning of '900, but it speak also for now, when emigration..."
43,POSITIVE, .,.,.,True,COMMA_PARENTHESIS_WHITESPACE,Don’t put a space before the full stop.,...n/immigration is still a focus . <br /><br />It doesn't to be ...
43,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...migration is still a focus . <br /><br />It doesn't to be rich...
43,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ion is still a focus . <br /><br />It doesn't to be rich to be...
43,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... rich to be a visionary film.<br /><br />Acting at extra level...
43,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...to be a visionary film.<br /><br />Acting at extra level, Char..."
43,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ge for the Academy Award 2007<br /><br />After first Crialese'...
43,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... the Academy Award 2007<br /><br />After first Crialese's atte...
43,POSITIVE,Crialese,Chinese,Chinese | Circles | Creates | Crimes | Trials,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...d 2007<br /><br />After first Crialese's attempt, ""Respiro"", an emot..."
43,POSITIVE,Respiro,Respire,Respire,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...er first Crialese's attempt, ""Respiro"", an emotional but too intell..."
44,NEGATIVE,woz,won,won | oz | woo | woe | wow,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...It woz so disjointed - it seemed to ...
44,NEGATIVE,skool,school,school | schools | stool | spool | skol,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...or man's (not to mention high skool) ""Less then Zero"". I would pa..."
44,NEGATIVE,then,than,than,True,COMP_THAN,"Comparison requires “than”, not ‘then’ nor ‘as’.","... to mention high skool) ""Less then Zero"". I would pass on this m..."
44,NEGATIVE,somthing,something,something | soothing | southing,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,".... Avoid this movie, and watch somthing else about rich teen angs..."
44,NEGATIVE,angs,ants,ants | gangs | hangs | Angus | angst,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...somthing else about rich teen angs...
45,NEGATIVE,moovie,movie,movie | moo vie,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...This terrible moovie is fun on many levels - the m...
45,NEGATIVE,moost,most,most | moist | boost | moose | moot,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...e is fun on many levels - the moost obvious is the lame, fake-loo..."
45,NEGATIVE,50's,50s,50s,False,APOSTROPHE_IN_DATES,Apostrophes aren’t needed for decades.,... everyone's hair? I guess the 50's were the Slimeball decade! We...
45,NEGATIVE,god-forsaken,godforsaken,godforsaken,False,EN_COMPOUNDS_GOD_FORSAKEN,This word is normally spelled as one.,"...t apparently comes from ""some god-forsaken anti-matter universe"", and it..."
46,NEGATIVE,It, It, It,True,SENTENCE_WHITESPACE,Add a space between sentences.,...ing this Hollywood remake was.It's so dreadful. It easily land...
46,NEGATIVE,About, About, About,False,SENTENCE_WHITESPACE,Add a space between sentences.,...my top 10 worst films of 1998.About the only thing it had going f...
46,NEGATIVE,",who",", who",", who",False,COMMA_PARENTHESIS_WHITESPACE,Put a space after the comma.,"... going for it was Bruce Willis,who shoud stick to action films,a..."
46,NEGATIVE,shoud,should,should | shout | shroud | shoed | SOUD,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...g for it was Bruce Willis,who shoud stick to action films,as a co..."
46,NEGATIVE,",as",", as",", as",False,COMMA_PARENTHESIS_WHITESPACE,Put a space after the comma.,"...ho shoud stick to action films,as a completely emotionless kill..."
46,NEGATIVE,muther,mother,mother | Luther | Mather | musher | mutter,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ess killer who'd kill his own muther for the right price.But I'd r...
46,NEGATIVE,But, But, But,False,SENTENCE_WHITESPACE,Add a space between sentences.,...wn muther for the right price.But I'd rather listen to Robbie C...
46,NEGATIVE,Coltraine,Coltrane,Coltrane | Coleraine,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...t I'd rather listen to Robbie Coltraine talk American for a week than...
46,NEGATIVE,But, But, But,False,SENTENCE_WHITESPACE,Add a space between sentences.,...nauseating Irish accent again.But this film is also implausible...
46,NEGATIVE,",unconvincing",", unconvincing",", unconvincing",False,COMMA_PARENTHESIS_WHITESPACE,Put a space after the comma.,"... this film is also implausible,unconvincing,uneven,une..."
46,NEGATIVE,",une",", une",", une",False,COMMA_PARENTHESIS_WHITESPACE,Put a space after the comma.,"...mplausible,unconvincing,uneven,une..."
47,NEGATIVE,hmmmm,hmm mm,hmm mm,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...SPOILER!!!! Mind Ripper hmmmm.... I had just watched the ni...
47,NEGATIVE,Ribisi,RBIs,RBIs | Ribs | Rimini | Ibis | IFISI,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...just found out about Giovanni Ribisi. I thought Giovanni Ribisi ha...
47,NEGATIVE,Ribisi,RBIs,RBIs | Ribs | Rimini | Ibis | IFISI,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ni Ribisi. I thought Giovanni Ribisi hadnt done any horrors so I c...
47,NEGATIVE,hadnt,hadn't,hadn't,False,EN_CONTRACTION_SPELLING,Possible spelling mistake found.,...si. I thought Giovanni Ribisi hadnt done any horrors so I checked...
47,NEGATIVE, so,", so",", so",False,COMMA_COMPOUND_SENTENCE,Use a comma before ‘so’ if it connects two independent clauses (unless they are closely connected and short).,"... Ribisi hadnt done any horrors so I checked into it. I saw ""the..."
47,NEGATIVE,I,"Furthermore, I","Furthermore, I | Likewise, I | Not only that, but I",False,ENGLISH_WORD_REPEAT_BEGINNING_RULE,Three successive sentences begin with the same word. Consider rewording the sentence or use a thesaurus to find a synonym.,"...horrors so I checked into it. I saw ""the outpost"" (mind rippe..."
47,NEGATIVE,Tivo,Vivo,Vivo | Tito | Ivo | TIV | TVO,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...(mind ripper) I checked on my Tivo for it. There was an air date...
47,NEGATIVE,freakin,freaking,freaking | phreaking | freak in,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... and what the hell is this? A freakin bold guy in blue sweat pants ...
47,NEGATIVE,sweat pants,sweatpants,sweatpants,False,EN_COMPOUNDS_SWEAT_PANTS,This word is normally spelled as one.,...s? A freakin bold guy in blue sweat pants running around yelling! Nothi...
47,NEGATIVE,Nothink,Nothing,Nothing | No think,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...pants running around yelling! Nothink is scary about this movie at ...
48,POSITIVE,hav,had,had | has | have | hat | hay,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...his in 1993 on a VHS tape but hav been unable to find it at any...
48,POSITIVE,Phillipines,Philippines,Philippines,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...s of the Japanese Army in the Phillipines. Anyone with an interest in t...
48,POSITIVE,From, From, From,True,SENTENCE_WHITESPACE,Add a space between sentences.,"...s the other side fought under.From what I can tell, this is hist..."
48,POSITIVE,woz,won,won | oz | woo | woe | wow,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... understand the Japanese Army woz completely cut off from any r...
48,POSITIVE,re-su,rest,rest | reuse | Rees | Reese | reds,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...z completely cut off from any re-su...
49,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...Plot:<br /><br />- A Chair from EBay<b...
49,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...Plot:<br /><br />- A Chair from EBay<br /><b...
49,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...r /><br />- A Chair from EBay<br /><br />- Random people<br />...
49,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...r />- A Chair from EBay<br /><br />- Random people<br /><br />...
49,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ay<br /><br />- Random people<br /><br />- Random people talk ...
49,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,".../><br />- Random people<br /><br />- Random people talk ("" Dud..."
49,NEGATIVE,Lets,Let's,Let's,False,LETS_LET,Did you mean “Let's” (let’s = let us; lets = 3rd person singular of ‘let’)?,"...s right. "" ""I'm feeling it."" ""Lets get married now!"")<br /><br /..."
49,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...it."" ""Lets get married now!"")<br /><br />- If you are a ""hippi..."
49,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...Lets get married now!"")<br /><br />- If you are a ""hippie"" the..."
49,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...our life watching this junk.)<br /><br />This movie was clearl...
49,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...fe watching this junk.)<br /><br />This movie was clearly not ...
50,NEGATIVE,portrayla,portrayal,portrayal,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"..., this is another stereotypic portrayla of Gay life however, the addi..."
50,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...get the impossible storyline.<br /><br />It is Christmas in Ne...
50,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...e impossible storyline.<br /><br />It is Christmas in New York...
50,NEGATIVE,immediatly,immediately,immediately,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...n New York City and our story immediatly ""focuses"" on two male individ..."
50,NEGATIVE,impluasability,implausibility,implausibility | implacability,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...that he is gay (adding to the impluasability of the story 'cause this guy...
51,NEGATIVE,..,.,. | …,True,DOUBLE_PUNCTUATION,Two consecutive dots,"...ding"" is beyond my imagination.. ""What's wrong w..."
52,POSITIVE,arund,around,around | Arun,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...d teens telling ghost stories arund a campfire in spooky woods ni...
52,POSITIVE,togeather,together,together,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...s nicely leads into, and ties togeather the different stories that ma..."
52,POSITIVE,tr,try,try,False,TR,"Make sure that ‘tr’ is an abbreviation for a word such as ‘translator’, ‘treasurer’ or ‘trustee’ and not a typing error. Did you mean “try”?","...on"")). Solid acting and a few tr..."
53,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"... enjoyable late-night rental.<br /><br />However, everyone wan..."
53,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...able late-night rental.<br /><br />However, everyone wants to ..."
53,POSITIVE,coud,could,could | cold | coup | cloud | cord,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... film is a cult classic; what coud possibly follow it up? Nothin...
53,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...it certainly has its moments.<br /><br />Jackie Mason is amusi...
53,POSITIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...tainly has its moments.<br /><br />Jackie Mason is amusing, do..."
54,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...on and Jacqueline Mackenzie).<br /><br />This film is offensiv...
54,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... Jacqueline Mackenzie).<br /><br />This film is offensive; bes...
54,NEGATIVE,woz,won,won | oz | woo | woe | wow,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ot in any way capture what it woz like to lose such a close fam...
54,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ted by the true-life tragedy.<br /><br />As for the director; ...
54,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... the true-life tragedy.<br /><br />As for the director; he man...
55,NEGATIVE,Chabert,Chart,Chart | Chamber | Chambers | Colbert | Hubert,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...pted 'deep' scenes with Lacey Chabert are pretty nauseating. It sta...
55,NEGATIVE,woz,won,won | oz | woo | woe | wow,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... me started on the ending. It woz totally...
56,NEGATIVE,probaly,probably,probably,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...With my two stars I will probaly make it to the head of the IM...
56,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...emendously popular TV series.<br /><br />Not least becoz of th...
56,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...usly popular TV series.<br /><br />Not least becoz of the enth...
56,NEGATIVE,becoz,become,become | below | Benz | bacon | beacon,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,... series.<br /><br />Not least becoz of the enthusiastic comments ...
56,NEGATIVE,uther,Uther,Uther | other | Luther | ether | utter,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...instalment  and according to uther comments the funniest"" bits ..."
56,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...t"" bits were already through.<br /><br />So now I know, accord..."
56,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...s were already through.<br /><br />So now I know, according to..."
57,NEGATIVE,trash,rubbish,rubbish,False,EN_GB_SIMPLE_REPLACE_TRASH,‘trash’ is a common American expression. Consider using expressions more common to British English.,"...Licence fees to watch this trash, And pay for it with hard-ear..."
57,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...od knows how it won a BAFTA! <br /><br />We've now been subjec...
57,NEGATIVE,br,BR,BR | Br | by | or | be,True,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,...ws how it won a BAFTA! <br /><br />We've now been subjected to...
57,NEGATIVE,Eastenders,Fasteners,Fasteners | Bartenders | Extenders | Ascenders | Easterners,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"...>We've now been subjected to ""Eastenders"" for twenty years. When, oh w..."
57,NEGATIVE,programme,programmes,programmes,False,THIS_VB_DT,It appears that the verb tense is incorrect. The determiner “this” expects a singular verb.,...r what it is? Crass Pap! This programme no more depicts reality in th...
57,NEGATIVE,nevr,near,near | never | Neva | NVR | NER,False,MORFOLOGIK_RULE_EN_GB,Possible spelling mistake found.,"... everyday life in Beirut, and nevr has done.<br /><br />The East..."
