text,label,text_dyslexic,orig_sentiment_label,dys_sentiment_label,orig_sentiment_score,dys_sentiment_score,score_delta,label_flipped
"I watched this movie and all I can say is this...I am not a film student, nor am I some artsy intellect who tries to look for a deeper meaning into everything that I don't understand. However, IF I were to do that with this film, my thoughts would be...<br /><br />Yep! He's on drugs and I can picture it now...he was tripping one night and sat around with his buddies laughing and saying stuff like, hey...wouldn't it be funny if nuns really could fly? Like what if one just fell out of a plane and free fell for a while, bounced to the ground and got up and walked away? *cackles* or if buckwheat gave the pope a bath? oh my god, I'm cracking up just thinking about it! Dude! We gotta make a movie about it! And then he says to his friend as he's laughing...Oh and wouldn't it be hilarious if people loved it and called me a genius for it? So to me, this is what happens when some guy does one too many drugs and writes a script and produces a movie. Should I have been doing LSD to understand what this guy was thinking so I could have had a laugh too? Because I have to tell you, I wasn't laughing. I was yawning and checking the time.<br /><br />I think everyone who is trying their hardest to find a deeper meaning is hysterical. I had never heard of this director until I came to read the reviews, which I did because I was mad that I lost that last 2 hrs, or how ever long it was, (it felt like 12 hrs of my life) and I can't ever get it back, anyway...I have read that this guy is a heroine addict and he wanted to die for art?? what the heck is that? So my point is sort of proved. This guy is not all there, he's a drug addict, and his movie is evidence of such...So please quit trying to find a deeper meaning to it. If one really wants to understand everything in this movie, go drop some LSD and sit back and relax, then it might actually make sense.<br /><br />It reminded me of the time I watched Gus Van Sant's Last Days, another movie I was mad about watching. I cannot help but wonder what the ratings would be for that movie, if the same people reviewed it who reviewed this one. It seems like, if the movie's director is totally off his rocker, or if it's a french movie with sex and subtitles, or if it's a cartoon, it is going to get great reviews, hands down, anything else is boring and has already been done. BLAH, bring on the boring please!",0,"I watched this movie and all I can say is this...I am not a film student, nor am I some artsy intellect who tries to look for a deeper meaning into everything that I don't understand. However, IF I were to do that with this film, my thoughts would be...<br /><br />Yep! He's on drugs and I can picture it now...he was tripping one night and sat around with his buddies laughing and saying stuff like, hey...wouldn't it be funny if nuns really coud fly? Like what if one just fell out of a plane and free fell for a wile, bounced to the ground and got up and walked away? *cackles* or if buckwheat gave the pope a bath? oh my god, I'm cracking up just thinking abowt it! Dude! We gotta make a movie about it! And than he says to his friend as he's laughing...Oh and wouldn't it be hilarious if people loved it and called me a genius for it? So to me, this is what happens when some guy does one too many drugs and writes a script and produces a movie. Should I have been doing LSD to understand what this guy was thinking so I coud have had a laugh too? Because I have to tell you, I wasn't laughing. I was yawning and checking the time.<br /><br />I think everyone who is trying their hardest to find a deeper meaning is hysterical. I had never herd of this director until I came to read the reviews, which I did because I was mad that I lost that last 2 hrs, or how ever long it was, (it felt like 12 hrs of my life) and I can't ever get it back, anyway...I have read that this guy is a heroine addict and he wanted to die for art?? what the heck is that? So my point is sort of proved. This guy is not all there, he's a drug addict, and his movie is evidence of such...So please quit trying to find a deeper meaning to it. If one really wants to understand evrything in this movie, go drop some LSD and sit back and relax, then it might actually make sense.<br /><br />It reminded me of the time I watched Gus Van Sant's Last Days, another movie I was mad abowt watching. I canot help but wonder what the ratings woud be for that movie, if the same pepol reviewed it who reviewed this one. It seems like, if the movie's director is totally off his rocker, or if it's a french movie with sex and subtitles, or if it's a cartoon, it is going to get great reviews, hands down, anything else is boring and has already been done. BLAH, bring on the boring please!",neutral,neutral,0.544221,0.524911,0.01930999999999994,False
"I'm not the type of person to watch T.V. shows because the acting normally sucks or it's unrealistic or TOO dramatic! But this show is perfect. Everyone can act, and you can relate to the characters and their situations. Everyone has their own personality and Lorelai Gilmore is the best for her sarcastic comments that can make any bad situation seem a little funny. Rory Gilmore is a good role model for all girls. She takes pride in wanting to attend Harvard and boys/boyfriends always come second in her book. She's a loyal friend and always the peace maker. There's subtle romance which is what I like, personally. Not the mushy gushy romance that not many people get to have in their lives, but a realistic type of romance. Every character eventually gets it, and they don't find their prince charming at first glance and they don't just ""fall in love"" with every guy that comes their way. It's a realistic show but when you watch it, you better brush up on your movies, pop culture, and random facts because Lorelai Gilmore is always making references. I fell in love with this show and if you give it a chance, so will you.",1,"I'm not the type of person to watch T.V. shows because the acting normally sucks or it's unrealistic or TOO dramatic! But this show is perfect. Everyone can act, and you can relate to the characters and their situations. Everyone has their own personality and Lorelai Gilmore is the best for her sarcastic comments that can make any bad situation seem a little funny. Rory Gilmore is a good role model for all girls. She takes pride in wanting to attend Harvard and boys/boyfriends always come second in her book. She's a loyal friend and always the peace maker. There's subtle romance which is what I like, personally. Not the mushy gushy romance that not many people get to have in thier lives, but a realistic type of romance. Every character eventually gets it, and they don't find their prince charming at first glance and thay don't just ""fall in love"" with every guy that comes thier way. It's a realistic show but when you watch it, you better brush up on your movies, pop culture, and random facts because Lorelai Gilmore is always making references. I fell in love with this show and if you give it a chance, so will you.",positive,positive,0.645957,0.648316,-0.002359,False
"Rowan Atkinson's Mr. Bean ranks right up there with Laurel & Hardy, Buster Keaton, the Marx Brothers and other comedy greats. I have never seen people laugh out loud so heartily and literally fall out of their chairs as when I introduced them to Mr. Bean via my videos and now DVDs. I'll never forget the first time my brother saw him. He was over for a visit and I asked him if he'd ever seen Mr. Bean? ""Who?"" he said. So I got out my video and showed him the one where Mr. Bean is in church and starts to nod off. My brother laughed so hard he fell out of the chair and was holding his stomach from laughing so hard. He became an instant fan of Mr. Bean. We all know how hilarious these episodes are, but the fun is in sharing them with others. I have seen so many people laugh 'til it hurts! Favorite episodes are: the visit of the Queen, the Hotel room stay, late for the Dentist appointment, the Christmas episode (a classic...plus kids love it!) and the New Year Party. Rowan Atkinson is a comic genius!",1,"Rowan Atkinson's Mr. Bean ranks right up there with Laurel & Hardy, Buster Keaton, the Marx Brothers and other comedy greats. I have never seen pepol laugh out loud so heartily and literally fall out of thier chairs as when I introduced them to Mr. Bean via my videos and now DVDs. I'll never forget the first time my brother saw him. He was over for a visit and I asked him if he'd ever seen Mr. Bean? ""Who?"" he said. So I got out my video and showed him the one where Mr. Bean is in church and starts to nod off. My brother laughed so hard he fell out of the chair and was holding his stomach from laughing so hard. He became an instant fan of Mr. Bean. We all know how hilarious these episodes are, but the fun is in sharing them with others. I have seen so many people laugh 'til it hurts! Favorite episodes are: the visit of the Queen, the Hotel room stay, late for the Dentist appointment, the Christmas episode (a classic...plus kids love it!) and the New Year Party. Rowan Atkinson is a comic genius!",positive,positive,0.929297,0.91624,0.013056999999999985,False
"Heh...I'm surprised this movie still exists in any form, let alone it being available for rent! <br /><br />This flick is one of the many bad slasher flicks that exist only for the T&A and the cheap laughs. The story line crosses a bit of ""Texas Chainsaw massacre"" with a screwy mamma-centred back story reminiscent of ""Psycho"", and a bit of the good old women-in-chains, tough-as-nail-ex-con broads tossed in for good measure - in other words, complete unoriginality wrapped up in half naked women spiced with a dash of utter idiocy! Looking on as the director attempts to make the marsh land of Quebec pass off as Southern U.S. bayou land is sad, I tell ya! <br /><br />Funny thing for me is, I was actually at the premier of this flick as, at the time, I was pals with Ratchford, the film's ""star"". It was painful to watch on as Jeremy sank into his seat whilst the flick unfolded its mangled wings.<br /><br />I'm happy to see that Ratchford, after this sham of a first flick, has grown into one hell of an actor. He can be seen regularly on the Canadian cop drama ""Blue Murder"", has appeared on ""CSI"", not to mention his role in the classic Clint Eastwood film ""Unforgiven"" - we forgive ya, Jeremy! It was a rocky start, but you done good, man! <br /><br />~T.Paul",0,"Heh...I'm surprised this movie still exists in any form, let alone it being available for rent! <br /><br />This flick is one of the many bad slasher flicks that exist only for the T&A and the cheap laughs. The story line crosses a bit of ""Texas Chainsaw massacre"" with a screwy mamma-centred back story reminiscent of ""Psycho"", and a bit of the good old women-in-chains, tough-as-nail-ex-con broads tossed in for good measure - in other words, complete unoriginality wrapped up in half naked women spiced with a dash of utter idiocy! Looking on as the director attempts to make the marsh land of Quebec pass off as Southern U.S. bayou land is sad, I tell ya! <br /><br />Funny thing for me is, I was actually at the premier of this flick as, at the time, I was pals with Ratchford, the film's ""star"". It was painful to watch on as Jeremy sank into his seat whilst the flick unfolded its mangled wings.<br /><br />I'm happy to see that Ratchford, after this sham of a first flick, has grown into one hell of an actor. He can be seen regularly on the Canadian cop drama ""Blue Murder"", has appeared on ""CSI"", not to mention his role in the classic Clint Eastwood film ""Unforgiven"" - we forgive ya, Jeremy! It woz a rocky start, but you done good, man! <br /><br />~T.Paul",negative,negative,0.867657,0.867856,-0.00019899999999994922,False
"I love movies, all genres, and from big dollar spectacles to small indie projects. But even making allowance for this piece of junk being 25 years old and its attempt at homage to the 1950's it just suffers in almost aspect, by which we judge films.<br /><br />Throughout the movie, I was reminded of several ""student films,"" I've had a chance to watch, efforts where creativity is required to fill gaps where funds are needed. <br /><br />All in all, chances are there are much better uses for 90 minutes of your life.<br /><br />2/10",0,"I love movies, all genres, and from big dollar spectacles to small indie projects. But even making allowance for this piece of junk being 25 years old and its attempt at homage to the 1950's it just suffers in almost aspect, by wich we judge films.<br /><br />Throughout the movie, I was reminded of several ""student films,"" I've had a chance to watch, efforts where creativity is required to fill gaps were funds are needed. <br /><br />All in all, chances are there are much better uses for 90 minutes of your life.<br /><br />2/10",positive,positive,0.539927,0.477288,0.06263900000000006,False
"This is an amazingly well-filmed early talkie adaptation of the Eugene O'Neill play. Its major drawback is a static camera, and as a result it comes off much of the time as the filmed play it is, which is a pity, for it's a good piece of primitive moviemaking, made at a time when sound was posing all kinds of technical problems, and as a result most films were experimental whether or not this was their maker's intention. Garbo is as mysterious and charismatic as she was in her silent films, and her entrance is still classic. Her voice is strangely deep, almost boyish, which only enhances her already seductively eccentric persona. As her boyfriend, Charles Bickford is appropriately virile,--he was apparently born craggy--and a perfect counterpart to the divine Garbo. His Irish brogue is not bad at all, and he seems always a natural man of the sea, very O'Neill-like in his independent, brooding nature. As Garbo's (very) confused father, George Marion seems truly from another time. He has the sort of face and voice,--open, unmannered, totally without guile--that has vanished from the earth. Marie Dressler is also in the O'Neill swing of things. Her blank expression and intensity around the eyes speaks volumes, as she plays her boozy character as a woman at times bordering on psychosis. Poetic license, perhaps, as this is not in the script, but we can forgive Miss Dressler's excesses; she is too good at it not to. The story ends with a movement to the next thing, as distinct from resolution, which isn't the author's cup of tea; and those who like their films neatly worked out in the end will be disappointed by the absence of any real surprise. In Anna Christie we are in O'Neill country, a place of sea, storms and fog, a feeling of all-pervading and damnable uncertainty, which we would now call ambivilance, or anxiety neurosis. Rather than analyze this mood the author simply and wisely presents it, as weather, land, ocean and people intertwine and address one another in a unique language we feel priveleged to have heard.",1,"This is an amazingly well-filmed early talkie adaptation of the Eugene O'Neill play. Its major drawback is a static camera, and as a result it comes off much of the time as the filmed play it is, which is a pity, for it's a good piece of primitive moviemaking, made at a time when sound was posing all kinds of technical problems, and as a result most films were experimental whether or not this woz their maker's intention. Garbo is as mysterious and charismatic as she was in her silent films, and her entrance is still classic. Her voice is strangely deep, almost boyish, which only enhances her already seductively eccentric persona. As her boyfriend, Charles Bickford is appropriately virile,--he was apparently born craggy--and a perfect counterpart to the divine Garbo. His Irish brogue is not bad at all, and he seems always a natural man of the sea, vrey O'Neill-like in his independent, brooding nature. As Garbo's (very) confused father, George Marion seems truly from another time. He has the sort of face and voice,--open, unmannered, totally whitout guile--that has vanished from the earth. Marie Dressler is also in the O'Neill swing of things. Her blank expression and intensity around the eyes speaks volumes, as she plays her boozy character as a woman at times bordering on psychosis. Poetic license, perhaps, as this is not in the script, but we can forgive Miss Dressler's excesses; she is too good at it not to. The story ends with a movement to the next thing, as distinct from resolution, which isn't the author's cup of tea; and those who like thier films neatly worked out in the end will be disappointed by the absence of any real surprise. In Anna Christie we are in O'Neill country, a place of sea, storms and fog, a feeling of all-pervading and damnable uncertainty, which we woud now call ambivilance, or anxiety neurosis. Rather than analyze this mood the author simply and wisely presents it, as weather, land, ocean and people intertwine and address one another in a unique language we feel priveleged to have heard.",positive,positive,0.501671,0.493453,0.008218000000000003,False
"Ex-reporter Jacob Asch (Eric Roberts) is hired by an acquaintance (Raymond J. Barry) to find his ex-wife and son. Asch heads to Palm Springs and quickly locates the ex Laine (Beverly D'Angelo) with someone he believes to be the son (a young Johnny Depp). But things turn out to be a bit more complicated as Asch discovers former white trash Laine has definitely married up in the form of millionaire Simon Fleischer (Dan Hedaya) and her first son is nowhere to be seen.<br /><br />Director/writer Matthew Chapman is channeling BODY HEAT here and this mid-80s neo-noir is watchable enough thanks to an all-star cast and nice locations. D'Angelo was still looking good around this time, so she makes for a good femme fatale and isn't afraid to show some skin. However, the mystery isn't very compelling in the end. Co-starring Dennis Lipscomb, Emily Longstreth and Henry Gibson. Chapman made several thrillers in the 80s, but his ""biggest"" career achievement was co-authoring the screenplay for the infamous COLOR OF NIGHT.",1,"Ex-reporter Jacob Asch (Eric Roberts) is hired by an acquaintance (Raymond J. Barry) to find his ex-wife and son. Asch heads to Palm Springs and quickly locates the ex Laine (Beverly D'Angelo) with someone he believes to be the son (a young Johnny Depp). But things turn out to be a bit more complicated as Asch discovers former white trash Laine has definitely married up in the form of millionaire Simon Fleischer (Dan Hedaya) and her first son is nowhere to be seen.<br /><br />Director/writer Matthew Chapman is channeling BODY HEAT here and this mid-80s neo-noir is watchable enough thanks to an all-star cast and nice locations. D'Angelo was still looking good arund this time, so she makes for a good femme fatale and isn't afraid to show some skin. However, the mystery isn't very compelling in the end. Co-starring Dennis Lipscomb, Emily Longstreth and Henry Gibson. Chapman made several thrillers in the 80s, but his ""biggest"" career achievement was co-authoring the screenplay for the infamous COLOR OF NIGHT.",neutral,neutral,0.862824,0.855788,0.007036000000000042,False
"I'd have to say that I've seen worse Sci Fi Channel originals, but this Nu Image shonker from Yossi Wein was still quite a drag. The big problem with it is that it simply isn't convincing, not just its creature, but acting, writing and any attempts at drama. The direction lacks any kind of flair and the script from Boaz Davidson and Danny Lerner never really works, predictable, often laughable, whilst it delivers less howlers than a fair few of these sorts of films it never offers anything to engage or raise the pulse. The actors do their best, but with such material their workmanlike efforts have little effect. Matthew Reilly Burke is a blandly watchable hero, Meredith Morton similar as a blandly watchable love interest. Actually she was a bit less convincing but at least she was easy on the eyes. The film at least has the dignity to bowl along at a reasonable pace, but its biggest plus is that the octopus isn't entirely CGI rendered. So even though it doesn't look good, at least there are a few legit scenes of characters inanely grappling with rubbery tentacles in pretty amusing fashion. I also chuckled at the disparities between different representations of the octopus, the cgi shots of the creature as a whole vary over the course of the film, they are also different not only in size but appearance to the practical shots of it, and there are scenes where the tentacle action suggests that the makers had abandoned pretending they were making a film about an octopus and just envisioned their creature as a bunch of miscellaneous tentacles. The scenes of the creature attacking people get old pretty swiftly, but there are a few funny scenes where it takes on other things, like a boat and a crane. Yes, these scenes are poor, but they did make me chuckle. Undisputable highlight though is a hilarious sequence in which the octopus takes on a New York landmark, the scene may not be much more than a minute but it really is inspired, and well worth looking up on youtube. Apart from that things are uninspired all round, (a PG level lack of gore or nastiness stops this one from even pulling off much in the trash good times) the film does take a turn into semi gripping disaster movie territory at the end, but I can't really give it credit because the best shots in the last few scenes were culled from the Stallone flick Daylight (which by my recollection is quite good). Altogether this was pretty rubbishy stuff and not something I'd really recommend to anyone except creature feature die hards. Better than a poke in the eye with a wet stick, but not by much.",0,"I'd have to say that I've seen worse Sci Fi Channel originals, but this Nu Image shonker from Yossi Wein woz still quite a drag. The big problem with it is that it simply isn't convincing, not just its creature, but acting, writting and any attempts at drama. The direction lacks any kind of flair and the script from Boaz Davidson and Danny Lerner never really works, predictable, often laughable, whilst it delivers less howlers than a fair few of these sorts of films it never offers anything to engage or raise the pulse. The actors do their best, but with such material their workmanlike efforts have little effect. Matthew Reilly Burke is a blandly watchable hero, Meredith Morton similar as a blandly watchable love interest. Actually she was a bit less convincing but at least she was easy on the eyes. The film at least has the dignity to bowl along at a reasonable pace, but its biggest plus is that the octopus isn't entirely CGI rendered. So even though it doesn't look good, at least there are a few legit scenes of characters inanely grappling with rubbery tentacles in pretty amusing fashion. I also chuckled at the disparities between different representations of the octopus, the cgi shots of the creature as a whole vary over the course of the film, thay are also different not only in size but appearance to the practical shots of it, and thier are scenes where the tentacle action suggests that the makers had abandoned pretending they were making a film about an octopus and just envisioned their creature as a bunch of miscellaneous tentacles. The scenes of the creature attacking pepol get old pretty swiftly, but there are a few funny scenes where it takes on other things, like a boat and a crane. Yes, these scenes are poor, but they did make me chuckle. Undisputable highlight though is a hilarious sequence in which the octopus takes on a New York landmark, the scene may not be much more than a minute but it realy is inspired, and well worth looking up on youtube. Apart from that things are uninspired all round, (a PG level lack of gore or nastiness stops this one from even pulling off much in the trash good times) the film does take a turn into semi gripping disaster movie territory at the end, but I can't really give it credit because the best shots in the last few scenes where culled from the Stallone flick Daylight (which by my recollection is kwite good). Altogether this was pretty rubbishy stuff and not something I'd really recommend to anyone except creature feature die hards. Better than a poke in the eye with a wet stick, but not by much.",negative,negative,0.770576,0.751158,0.019418000000000046,False
"This is the best 3-D experience Disney has at their themeparks. This is certainly better than their original 1960's acid-trip film that was in it's place, is leagues better than ""Honey I Shrunk The Audience"" (and far more fun), barely squeaks by the MuppetVision 3-D movie at Disney-MGM and can even beat the original 3-D ""Movie Experience"" Captain EO. This film relives some of Disney's greatest musical hits from Aladdin, The Little Mermaid, and others, and brought a smile to my face throughout the entire show. This is a totally kid-friendly movie too, unlike ""Honey..."" and has more effects than the spectacular ""MuppetVision""",1,"This is the best 3-D experience Disney has at their themeparks. This is certainly better than thier original 1960's acid-trip film that was in it's place, is leagues better than ""Honey I Shrunk The Audience"" (and far more fun), barely squeaks by the MuppetVision 3-D movie at Disney-MGM and can even beat the original 3-D ""Movie Experience"" Captain EO. This film relives some of Disney's greatest musical hits from Aladdin, The Little Mermaid, and others, and brought a smile to my face throughout the entire show. This is a totally kid-friendly movie too, unlike ""Honey..."" and has more effects than the spectacular ""MuppetVision""",positive,positive,0.970594,0.97205,-0.0014560000000000128,False
"After 10 years, it is finally save to say that our Belgian Action Star is back again. I personally found this one to be even better than Wake Of Death, which makes it his best movie in... 10 years!! Okay, it is not like his highlight years as Timecop, Universal Soldier, Sudden Death or even his best effort to date: Hard Target (one of the best action movies ever made by one of the best action directors John Woo.) The Action is good, the story is exciting, the dialogue is quite funny, this one is better than expected.The bad guys are awesome like in Hard Target, and the fight scenes are ""old school"". Real fans know what to expect. I must say, I gave up on him, but Van Damme is finally back. More Please....",1,"After 10 years, it is finally save to say that our Belgian Action Star is back again. I personally found this one to be even better than Wake Of Death, which makes it his best movie in... 10 years!! Okay, it is not like his highlight years as Timecop, Universal Soldier, Sudden Death or even his best effort to date: Hard Target (one of the best action movies ever made by one of the best action directors John Woo.) The Action is good, the story is exciting, the dialogue is quite funny, this one is better than expected.The bad guys are awesome like in Hard Target, and the fight scenes are ""old school"". Real fans know what to expect. I must say, I gave up on him, but Van Damme is finally back. More Please....",positive,positive,0.970124,0.970124,0.0,False
"I was on a British Airways flight from London to New York when I saw this movie. I wish I could have fallen asleep. The story line was very thin and the editing crew did their best to stretch it out as long as they did.<br /><br />Gary, played by Andy Garcia, was such an unlikable character that I found it hard to be supportive of him. Andy's acting ability is good but not good enough to make up for the poor writing in this movie.<br /><br />Andie MacDowell did a fine job with her portrayal of Linda, Gary's romantic interest. I can not say anything bad about Andie, I always enjoy her acting. The problem here is that the romance between Andy and Andie is so far fetched and unbelievable. The two do not make a good pair on the big screen.<br /><br />The end of the movie was almost as much of a let down as the movie itself. A nod from the Pope and all is forgiven, come on. The event that allows this movie to have a some what happy ending and that the writers would expect us to accept it is pathetic. Gary does not change and only by the death of a dear friend does his situation get better.<br /><br />There are tons of great movies that should be seen before this one. Don't waste your time.<br /><br />",0,"I was on a British Airways flight from London to New York when I saw this movie. I wish I could have fallen asleep. The story line was vrey thin and the editing crew did their best to stretch it out as long as they did.<br /><br />Gary, played by Andy Garcia, was such an unlikable character that I found it hard to be supportive of him. Andy's acting ability is good but not good enough to make up for the poor writing in this movie.<br /><br />Andie MacDowell did a fine job with her portrayal of Linda, Gary's romantic interest. I can not say anything bad about Andie, I always enjoy her acting. The problem here is that the romance between Andy and Andie is so far fetched and unbelievable. The two do not make a good pair on the big screen.<br /><br />The end of the movie woz almost as much of a let down as the movie itself. A nod from the Pope and all is forgiven, come on. The event that allows this movie to have a some what happy ending and that the writers would expect us to accept it is pathetic. Gary does not change and only by the death of a dear friend does his situation get better.<br /><br />There are tons of great movies that shoud be seen before this one. Don't waste your time.<br /><br />",negative,negative,0.632926,0.555468,0.07745800000000003,False
"This is a cherished movie from my childhood!! I can still hum the theme song at the drop of a hat!! I remember getting to stay up late to watch this movie with my father, usually two to three times a year. We always referred to it as ""Giant Robot"". Although the effects in this movie are crude compared to today's standards, they were perfect for this movie's genre. I am also a BIG fan of the Japanese ""Monster"" movies, so this movie fell right in to place with the others. It's been years since I've seen this movie & would love to get my hands on a copy of it to share with my 8 year old daughter.",1,"This is a cherished movie from my childhood!! I can still hum the theme song at the drop of a hat!! I remeber getting to stay up late to watch this movie with my father, usually two to three times a year. We allways referred to it as ""Giant Robot"". Although the effects in this movie are crude compared to today's standards, thay were perfect for this movie's genre. I am also a BIG fan of the Japanese ""Monster"" movies, so this movie fell right in to place with the others. It's been years since I've seen this movie & woud love to get my hands on a copy of it to share with my 8 year old daughter.",positive,positive,0.975893,0.976099,-0.00020600000000003948,False
"First and foremost this movie has the stupidest plot of any movie I have ever seen, and unfortunately I had to see this one. I was flipping through channels one day and stumbled upon this lousy excuse for a movie, and it confirmed what I have been saying for a long time. Carrot Top is not an actor, and IS NOT funny in the slightest sense. He acts like he's a great comedian and thinks he commands the audiences attention. Frankly he has the acting ability of a 10 year old class clown, scratch that less than a 10 year old's ability to compare them to Carrot Top would be a grave insult upon their good name. This movie tries to be funny using dull one liners which all seem to have been lifted from 50's cartoons. By the end I would have done anything to erase my memory of this movie, but sadly the memories stay with me. The only thing I can do is to warn others to never to watch this movie. However it proves the rumors true Carrot Top can't act worth a damn.",0,"First and foremost this movie has the stupidest plot of any movie I have ever seen, and unfortunately I had to see this one. I was flipping through channels one day and stumbled upon this lousy excuse for a movie, and it confirmed what I have been saying for a long time. Carrot Top is not an actor, and IS NOT funny in the slightest sense. He acts like he's a great comedian and thinks he commands the audiences attention. Frankly he has the acting ability of a 10 year old class clown, scratch that less than a 10 year old's ability to compare them to Carrot Top would be a grave insult upon thier good name. This movie tries to be funny using dull one liners wich all seem to hav been lifted from 50's cartoons. By the end I would have done anything to erase my memory of this movie, but sadly the memories stay with me. The only thing I can do is to warn others to never to watch this movie. However it proves the rumors true Carrot Top can't act worth a damn.",negative,negative,0.929195,0.927451,0.0017439999999999678,False
"It`s funny how instinct warns you of something . For example as soon as the company credits read Nu Image I knew instinctively I`d seen a really crap film by them somewhere before but couldn`t remember where . Nevertheless I just knew JUDGE AND JURY was going to be crap and it was . Maybe I`m psychic ?<br /><br />!!!! MILD SPOILERS !!!!<br /><br />The opening is rather violent with several people getting blown away for no more reason than being in the wrong place at the wrong time . I don`t know about you but I`m geting slightly fed up with exploitive violence onscreen nowadays along with bad language , especially if it`s spouted by actors as bad as the ones in this movie . Anyway the plot revolves around the bad dude getting executed and coming back to reek revenge on the man who shot his wife . Oh did I mention the bad dude and his wife murdered a couple of people on their wedding night ? Yeah he`s a serious badass mofo . In fact he`s so bad ( And I don`t mean the acting - I`ll get to that in a moment ) that he`s impossible to take seriously and this is before he`s executed only to return as Elton John , Elvis , a French chef etc . I wonder if Keith David got paid for this ? because he looks lke he`s having so much fun on screen that`s the only reason he`s playing the role . What a pity this reviewer didn`t have any fun whatsoever watching JUDGE AND JURY . Hey maybe the producers could send me Keith`s fee ? Gawd only knows I deserve it.<br /><br />I disliked this movie a lot as if you hadn`t guessed and my main beef isn`t with the stupid plot or the cheap production values but with its attitude to violence . If like me you`ve had a wine bottle cracked over your head or been kicked in the ribs very hard several times you`ll know violence is an obscene painful thing , but JUDGE AND JURY will have you believe that if you`re thrown through a window , crash through some bannisters and fall twenty odd feet onto a table not only will you be unhurt but you`ll be able to outrun a couple of rabid devil dogs . It could of course be argued that any film starring Sly , Arnie or Bruce also suffers from this same dishonest showing of violence but with JUDGE AND JURY it yanked my chain",0,"It`s funny how instinct warns you of something . For example as soon as the company credits read Nu Image I knew instinctively I`d seen a realy crap film by them somewhere before but couldn`t remember where . Nevertheless I just knew JUDGE AND JURY was going to be crap and it was . Maybe I`m psychic ?<br /><br />!!!! MILD SPOILERS !!!!<br /><br />The opening is rather violent with several people getting blown away for no more reason than being in the wrong place at the wrong time . I don`t know about you but I`m geting slightly fed up with exploitive violence onscreen nowadays along with bad language , especially if it`s spouted by actors as bad as the ones in this movie . Anyway the plot revolves arund the bad dude getting executed and comming back to reek revenge on the man who shot his wife . Oh did I mention the bad dude and his wife murdered a couple of people on thier wedding night ? Yeah he`s a serious badass mofo . In fact he`s so bad ( And I don`t mean the acting - I`ll get to that in a moment ) that he`s impossible to take seriously and this is before he`s executed only to return as Elton John , Elvis , a French chef etc . I wonder if Keith David got paid for this ? because he looks lke he`s having so much fun on screen that`s the only reason he`s playing the role . What a pity this reviewer didn`t have any fun whatsoever watching JUDGE AND JURY . Hey maybe the producers coud send me Keith`s fee ? Gawd only knows I deserve it.<br /><br />I disliked this movie a lot as if you hadn`t guessed and my main beef isn`t with the stupid plot or the cheap production values but with its attitude to violence . If like me you`ve had a wine bottle cracked over your head or been kicked in the ribs very hard several times you`ll know violence is an obscene painful thing , but JUDGE AND JURY will have you believe that if you`re thrown through a window , crash through some bannisters and fall twenty odd feet onto a table not only will you be unhurt but you`ll be able to outrun a couple of rabid devil dogs . It could of course be argued that any film starring Sly , Arnie or Bruce also suffers from this same dishonest showing of violence but with JUDGE AND JURY it yanked my chain",negative,negative,0.804691,0.784509,0.020182000000000033,False
